,Unnamed: 0,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
19242,19242,0,15,2,2,1,1.0,1.0,570.0,1,30,5,5,5,5,5,5,0,1
19243,19243,0,1,1,4,1,1.0,2.0,209.0,3,360,10.0,10.0,10.0,10.0,10.0,10.0,1,3
19244,19244,0,1,1,4,1,1.0,2.0,209.0,3,360,10.0,10.0,10.0,10.0,8.0,10.0,1,3
19245,19245,0,1,1,4,1,2.0,0.0,466.0,2,30,5,5,5,5,5,5,1,5
19246,19246,1,1,1,9,2,3.0,9.0,1280.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
19247,19247,0,5,1,2,1,1.0,1.0,350.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,1
19248,19248,0,2,1,5,1,1.0,1.0,270.0,7,1125,5,5,5,5,5,5,1,6
19249,19249,0,2,1,5,1,1.0,1.0,270.0,7,1125,5,5,5,5,5,5,1,6
19251,19251,0,9,1,4,1,2.0,2.0,199.0,1,1,10.0,10.0,10.0,10.0,10.0,10.0,0,3
19253,19253,0,23,1,5,1,2.0,2.0,249.0,1,1125,5,5,5,5,5,5,1,1
19255,19255,1,1,1,4,1,1.0,1.0,586.0,2,360,10.0,10.0,10.0,10.0,10.0,10.0,1,6
19256,19256,1,1,1,2,1,1.0,1.0,305.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,6
19257,19257,0,11,1,14,8,7.0,7.0,12219.0,3,1125,5,5,5,5,5,5,1,24
19258,19258,0,3,1,7,2,3.0,3.0,353.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19259,19259,0,9,1,4,1,2.0,2.0,1203.0,3,1125,5,5,5,5,5,5,1,1
19260,19260,0,14,1,2,1,1.0,1.0,209.0,1,1125,5,5,5,5,5,5,1,8
19262,19262,0,5,1,4,1,2.0,3.0,1892.0,1,30,5,5,5,5,5,5,1,1
19264,19264,0,5,2,2,1,1.0,1.0,381.0,1,730,5,5,5,5,5,5,0,9
19265,19265,0,2,2,1,1,1.0,1.0,89.0,1,21,10.0,10.0,10.0,10.0,10.0,10.0,1,2
19266,19266,0,11,1,4,2,2.0,0.0,2100.0,7,45,5,5,5,5,5,5,1,2
19267,19267,0,17,1,4,1,2.0,2.0,420.0,3,29,5,5,5,5,5,5,1,2
19269,19269,0,4,2,2,1,1.0,1.0,121.0,1,180,5,5,5,5,5,5,1,3
19270,19270,0,17,1,4,1,2.0,0.0,320.0,1,365,5,5,5,5,5,5,0,2
19271,19271,0,4,1,3,1,1.0,1.0,407.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,0,1
19272,19272,0,3,1,2,2,1.0,2.0,211.0,1,1125,5,5,5,5,5,5,1,3
19273,19273,0,25,1,4,1,1.0,1.0,249.0,1,1125,10.0,10.0,10.0,6.0,10.0,10.0,1,2
19274,19274,0,23,1,4,1,2.0,4.0,750.0,2,30,5,5,5,5,5,5,1,1
19275,19275,0,1,1,6,1,3.0,6.0,330.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19276,19276,0,4,2,2,1,1.0,1.0,177.0,1,40,5,5,5,5,5,5,0,1
19277,19277,0,4,2,2,1,2.0,2.0,138.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
19278,19278,0,33,2,1,1,1.0,2.0,114.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19279,19279,0,15,1,5,1,2.0,5.0,433.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,19
19280,19280,0,2,1,5,1,2.0,2.0,483.0,3,1125,5,5,5,5,5,5,1,6
19281,19281,0,9,2,2,1,1.0,1.0,80.0,1,100,5,5,5,5,5,5,1,1
19282,19282,0,1,1,4,1,1.0,2.0,180.0,2,30,10.0,8.0,10.0,10.0,10.0,9.0,1,19
19283,19283,0,1,1,3,1,1.0,2.0,160.0,2,30,10.0,8.0,10.0,10.0,10.0,10.0,1,19
19284,19284,0,1,1,4,1,1.0,2.0,170.0,2,30,5,5,5,5,5,5,1,19
19285,19285,0,1,1,4,1,1.0,2.0,170.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,1,19
19287,19287,1,2,1,2,2,2.0,2.0,790.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,1,23
19288,19288,0,1,2,2,1,1.0,1.0,114.0,3,30,5,5,5,5,5,5,1,2
19289,19289,0,11,1,3,1,1.0,1.0,978.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19290,19290,0,9,1,4,3,2.0,3.0,374.0,4,100,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19291,19291,0,1,1,2,1,1.0,1.0,168.0,1,1125,10.0,9.0,9.0,10.0,9.0,9.0,1,28
19292,19292,0,1,1,4,1,1.0,3.0,1794.0,5,1125,5,5,5,5,5,5,1,2
19293,19293,0,21,1,3,1,1.0,1.0,399.0,3,1125,9.0,10.0,10.0,8.0,9.0,9.0,0,13
19294,19294,0,4,2,2,1,1.0,0.0,150.0,1,60,5,5,5,5,5,5,1,1
19295,19295,1,2,2,2,1,1.0,1.0,693.0,1,365,9.0,10.0,10.0,10.0,10.0,10.0,1,23
19296,19296,0,1,1,4,1,2.0,3.0,523.0,1,30,5,5,5,5,5,5,0,1
19297,19297,0,2,4,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,1
19298,19298,1,2,2,4,2,2.0,2.0,1377.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,23
19299,19299,1,2,1,6,2,3.0,1.0,2179.0,1,30,5,5,5,5,5,5,1,23
19300,19300,1,8,1,2,1,1.0,1.0,400.0,1,30,5,5,5,5,5,5,1,23
19301,19301,0,1,1,5,2,3.0,3.0,800.0,2,120,5,5,5,5,5,5,1,2
19302,19302,0,1,1,2,1,1.0,1.0,346.0,1,1125,10.0,10.0,10.0,10.0,10.0,6.0,1,3
19303,19303,1,2,1,4,2,2.0,2.0,1313.0,1,1125,5,5,5,5,5,5,1,13
19305,19305,0,4,1,2,1,1.0,2.0,231.0,7,1125,5,5,5,5,5,5,0,1
19307,19307,0,15,1,3,1,2.0,2.0,221.0,1,365,5,5,5,5,5,5,1,1
19309,19309,1,2,2,2,1,1.0,1.0,266.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,1,8
19310,19310,0,1,1,2,1,1.0,1.0,139.0,1,1125,10.0,8.0,10.0,10.0,10.0,10.0,0,11
19311,19311,0,3,2,3,1,1.0,2.0,266.0,1,1125,5,5,5,5,5,5,0,5
19312,19312,0,2,1,2,2,2.0,1.0,713.0,30,1125,5,5,5,5,5,5,1,138
19313,19313,1,2,1,4,2,2.0,0.0,1237.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
19314,19314,0,27,1,4,1,2.0,2.0,562.0,2,1125,5,5,5,5,5,5,1,1
19315,19315,1,2,1,4,2,2.0,2.0,1248.0,1,1125,9.0,10.0,10.0,10.0,9.0,9.0,1,13
19316,19316,0,1,1,5,1,2.0,3.0,500.0,1,90,9.0,10.0,10.0,10.0,10.0,9.0,1,2
19317,19317,0,1,1,6,2,2.0,2.0,2379.0,1,1125,5,5,5,5,5,5,1,3
19318,19318,1,2,1,2,1,1.0,1.0,732.0,1,1125,5,5,5,5,5,5,1,13
19319,19319,1,2,1,2,1,2.0,1.0,732.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,1,13
19320,19320,0,25,1,5,2,2.0,2.0,500.0,1,160,5,5,5,5,5,5,0,2
19321,19321,0,4,2,3,1,1.0,5.0,192.0,1,1125,5,5,5,5,5,5,1,1
19322,19322,0,1,1,6,2,2.0,2.0,2379.0,1,1125,5,5,5,5,5,5,1,3
19323,19323,0,1,1,6,2,2.0,2.0,2379.0,1,1125,5,5,5,5,5,5,1,3
19324,19324,1,1,1,3,1,1.0,2.0,294.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
19325,19325,0,27,1,4,2,2.0,3.0,978.0,10,30,5,5,5,5,5,5,1,5
19327,19327,0,14,1,16,1,1.0,2.0,131.0,5,1125,5,5,5,5,5,5,1,1
19328,19328,0,21,1,5,1,2.0,4.0,611.0,7,30,5,5,5,5,5,5,1,5
19329,19329,0,3,1,5,2,2.0,5.0,483.0,1,1125,5,5,5,5,5,5,1,2
19330,19330,0,7,1,6,3,2.0,5.0,529.0,10,30,5,5,5,5,5,5,1,5
19331,19331,0,5,1,3,1,1.0,1.0,436.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,5
19332,19332,0,9,1,2,1,1.0,1.0,199.0,1,500,8.0,7.0,10.0,10.0,10.0,8.0,0,3
19333,19333,0,1,1,2,1,1.0,1.0,2000.0,1,365,5,5,5,5,5,5,1,1
19334,19334,0,20,1,6,1,2.0,5.0,400.0,3,60,5,5,5,5,5,5,0,1
19336,19336,0,2,2,4,1,1.0,1.0,200.0,1,1125,5,5,5,5,5,5,1,4
19337,19337,0,1,1,6,1,3.0,2.0,2991.0,1,1125,5,5,5,5,5,5,1,11
19339,19339,0,2,1,7,2,2.0,2.0,1006.0,5,1125,5,5,5,5,5,5,1,2
19340,19340,0,4,1,3,1,2.0,3.0,433.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19341,19341,0,1,1,2,1,1.0,2.0,523.0,2,1125,5,5,5,5,5,5,1,10
19342,19342,0,23,2,4,0,2.0,2.0,293.0,1,28,5,5,5,5,5,5,0,1
19346,19346,1,2,1,2,1,2.0,1.0,704.0,1,1125,5,5,5,5,5,5,0,13
19347,19347,0,1,2,2,1,1.0,2.0,571.0,1,1125,5,5,5,5,5,5,1,11
19348,19348,0,7,1,3,1,1.0,1.0,106.0,25,1125,5,5,5,5,5,5,0,13
19349,19349,1,29,1,5,1,1.0,4.0,339.0,1,1125,5,5,5,5,5,5,1,2
19350,19350,0,5,1,3,1,2.0,2.0,900.0,4,5,5,5,5,5,5,5,1,1
19351,19351,0,2,2,2,1,1.0,1.0,241.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19352,19352,0,1,1,5,1,2.0,3.0,205.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
19353,19353,0,1,2,2,1,1.0,2.0,270.0,1,1125,5,5,5,5,5,5,1,4
19354,19354,0,7,1,4,2,3.0,2.0,407.0,1,1125,5,5,5,5,5,5,1,3
19355,19355,0,1,2,2,1,1.0,1.0,102.0,1,365,8.0,7.0,10.0,9.0,9.0,8.0,1,5
19356,19356,1,1,1,2,1,1.0,1.0,364.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,22
19357,19357,0,1,2,2,1,1.0,2.0,296.0,1,1125,5,5,5,5,5,5,1,4
19358,19358,0,1,2,2,1,1.0,2.0,296.0,1,1125,10.0,10.0,10.0,6.0,8.0,10.0,1,4
19359,19359,0,11,1,10,5,7.0,8.0,1444.0,15,1125,5,5,5,5,5,5,1,1
19360,19360,0,4,1,2,1,1.0,1.0,333.0,2,28,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19361,19361,0,9,2,1,1,1.0,1.0,100.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19362,19362,1,8,1,4,1,3.0,3.0,257.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,49
19363,19363,0,1,1,3,1,1.0,2.0,137.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,11
19364,19364,1,1,1,8,2,3.0,4.0,752.0,3,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,12
19365,19365,0,2,1,2,1,2.0,1.0,390.0,7,1125,5,5,5,5,5,5,1,1
19366,19366,0,19,2,2,2,2.0,3.0,815.0,1,365,5,5,5,5,5,5,1,1
19368,19368,1,1,1,4,2,1.0,0.0,217.0,2,21,10.0,9.0,10.0,9.0,10.0,10.0,1,5
19369,19369,0,1,1,9,1,4.0,6.0,293.0,2,90,10.0,8.0,10.0,10.0,10.0,10.0,1,1
19370,19370,0,2,1,4,1,3.0,2.0,362.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
19373,19373,0,1,1,3,1,1.0,1.0,250.0,1,60,5,5,5,5,5,5,1,1
19374,19374,1,1,1,4,1,2.0,2.0,576.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,6
19375,19375,0,32,2,2,1,2.0,0.0,80.0,1,30,5,5,5,5,5,5,1,1
19376,19376,0,9,2,2,1,1.0,1.0,180.0,3,12,5,5,5,5,5,5,1,1
19377,19377,0,28,1,9,4.5,5.0,6.0,652.0,20,60,5,5,5,5,5,5,1,1
19379,19379,1,1,2,2,1,1.0,1.0,173.0,1,1125,5,5,5,5,5,5,1,9
19380,19380,0,7,1,5,1,2.0,3.0,244.0,1,190,5,5,5,5,5,5,1,4
19381,19381,0,1,2,1,1,1.0,1.0,121.0,2,1125,5,5,5,5,5,5,1,1
19382,19382,0,2,2,4,1,1.0,3.0,241.0,2,1125,5,5,5,5,5,5,1,10
19384,19384,1,3,2,2,1,1.0,1.0,105.0,1,1125,2.0,6.0,2.0,2.0,6.0,6.0,1,8
19385,19385,1,3,2,2,1,1.0,2.0,94.0,1,1125,6.0,10.0,6.0,10.0,8.0,10.0,1,8
19386,19386,0,12,1,5,2,4.0,3.0,740.0,4,1125,5,5,5,5,5,5,1,2
19387,19387,0,3,1,4,1,1.0,1.0,428.0,1,1125,5,5,5,5,5,5,1,17
19388,19388,0,9,2,3,1,1.0,2.0,70.0,2,365,5,5,5,5,5,5,0,1
19389,19389,0,4,2,2,1,2.0,2.0,1000.0,3,3,5,5,5,5,5,5,1,1
19390,19390,1,1,2,2,1,1.0,1.0,173.0,1,1125,5,5,5,5,5,5,1,9
19391,19391,0,2,2,4,1,1.0,2.0,250.0,1,365,5,5,5,5,5,5,1,2
19394,19394,0,15,1,3,1,1.0,1.0,448.0,3,7,5,5,5,5,5,5,1,1
19395,19395,0,3,1,2,1,1.0,1.0,274.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
19396,19396,1,1,1,4,1,1.0,3.0,343.0,1,1125,5,5,5,5,5,5,1,11
19397,19397,0,15,1,4,1,3.0,4.0,179.0,5,365,10.0,10.0,10.0,9.0,10.0,10.0,1,2
19398,19398,0,6,1,3,1,2.0,2.0,250.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19399,19399,0,21,1,3,1,1.0,2.0,310.0,10,90,5,5,5,5,5,5,1,2
19400,19400,0,4,1,8,2,3.0,4.0,578.0,3,66,5,5,5,5,5,5,1,1
19401,19401,0,1,2,2,1,1.0,1.0,250.0,7,1125,5,5,5,5,5,5,1,2
19402,19402,0,3,4,6,2,1.0,12.0,73.0,1,365,5,5,5,5,5,5,1,9
19403,19403,0,3,4,4,2,1.0,6.0,46.0,1,360,5,5,5,5,5,5,1,9
19404,19404,0,1,1,6,1,3.0,3.0,1200.0,10,1125,5,5,5,5,5,5,1,3
19405,19405,0,4,2,1,2,1.0,1.0,96.0,1,1125,5,5,5,5,5,5,1,2
19407,19407,0,2,1,4,2,1.0,1.0,170.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,6
19409,19409,0,5,2,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
19410,19410,0,4,1,10,2,4.0,6.0,782.0,3,90,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19412,19412,0,2,2,2,1,1.0,1.0,95.0,1,35,5,5,5,5,5,5,1,1
19413,19413,0,2,1,6,2,4.0,4.0,233.0,3,365,5,5,5,5,5,5,1,1
19415,19415,0,30,1,4,1,1.0,4.0,431.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,1
19416,19416,0,2,1,3,1,1.0,1.0,161.0,1,1125,5,5,5,5,5,5,1,2
19417,19417,0,3,2,2,1,1.0,1.0,143.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,8
19418,19418,0,17,1,4,1,1.0,1.0,241.0,1,14,5,5,5,5,5,5,1,2
19419,19419,0,1,1,4,1,1.0,1.0,250.0,3,15,5,5,5,5,5,5,1,1
19420,19420,0,3,2,1,1,1.0,1.0,80.0,1,1,5,5,5,5,5,5,1,1
19422,19422,0,1,1,8,2,3.0,1.0,600.0,1,1125,5,5,5,5,5,5,1,2
19423,19423,0,1,1,8,2,3.0,4.0,700.0,1,1125,5,5,5,5,5,5,1,2
19424,19424,0,2,2,2,1,2.0,2.0,150.0,1,365,5,5,5,5,5,5,1,1
19427,19427,0,2,2,1,1,1.0,1.0,120.0,2,1125,5,5,5,5,5,5,1,1
19428,19428,0,6,2,2,1,1.0,1.0,80.0,1,5,5,5,5,5,5,5,1,1
19429,19429,1,2,2,1,1,2.0,2.0,91.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
19430,19430,0,1,1,5,2,2.0,5.0,220.0,4,90,5,5,5,5,5,5,0,8
19431,19431,1,2,2,3,1,2.0,2.0,93.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
19433,19433,0,9,1,4,1,1.0,3.0,292.0,2,1125,8.0,7.0,9.0,8.0,9.0,8.0,1,1
19434,19434,0,1,2,2,1,1.0,1.0,124.0,2,1125,8.0,9.0,10.0,9.0,9.0,8.0,1,10
19435,19435,0,2,1,2,1,1.0,1.0,410.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
19437,19437,0,1,1,3,1,1.0,0.0,305.0,1,1125,5,5,5,5,5,5,1,11
19438,19438,0,12,1,6,2,4.0,5.0,1222.0,3,90,5,5,5,5,5,5,1,3
19439,19439,0,23,2,4,1,1.0,1.0,953.0,1,1125,5,5,5,5,5,5,1,1
19440,19440,0,2,1,4,1,2.0,2.0,250.0,4,365,5,5,5,5,5,5,1,3
19441,19441,0,3,1,2,1,1.0,3.0,152.0,2,1125,8.0,2.0,8.0,10.0,10.0,6.0,1,3
19442,19442,0,1,1,5,1,1.0,2.0,500.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,11
19443,19443,0,14,1,1,1,1.0,1.0,2933.0,1,365,5,5,5,5,5,5,0,2
19444,19444,0,5,2,3,1,1.0,2.0,200.0,3,20,5,5,5,5,5,5,1,2
19445,19445,0,2,1,3,2,2.0,2.0,1196.0,30,1125,5,5,5,5,5,5,1,138
19446,19446,0,2,1,4,2,2.0,2.0,1453.0,30,1125,5,5,5,5,5,5,1,138
19447,19447,0,2,1,3,2,2.0,2.0,1160.0,30,1125,5,5,5,5,5,5,1,138
19448,19448,0,2,1,3,2,2.0,2.0,1160.0,30,1125,5,5,5,5,5,5,1,138
19449,19449,0,2,1,4,2,2.0,2.0,977.0,30,1125,5,5,5,5,5,5,1,138
19450,19450,0,1,1,6,2,4.0,4.0,264.0,7,99,8.0,8.0,8.0,10.0,10.0,10.0,1,16
19451,19451,0,1,1,5,1,1.0,1.0,494.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,11
19452,19452,0,4,2,2,2,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19453,19453,0,1,2,2,1,1.0,1.0,95.0,1,1125,10.0,8.0,10.0,10.0,9.0,10.0,1,5
19454,19454,0,27,1,6,2,2.0,2.0,425.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
19455,19455,1,1,2,2,1,1.0,1.0,174.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,9
19456,19456,0,1,1,3,1,1.0,2.0,333.0,3,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19457,19457,1,1,1,6,1,1.0,4.0,439.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
19458,19458,0,9,2,2,1,1.0,2.0,80.0,1,15,5,5,5,5,5,5,1,2
19460,19460,0,7,2,1,1,1.0,1.0,122.0,1,1125,5,5,5,5,5,5,1,1
19461,19461,1,1,1,4,1,1.0,1.0,228.0,2,21,10.0,10.0,10.0,10.0,10.0,10.0,1,5
19463,19463,0,3,2,2,1,1.0,1.0,130.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,10
19464,19464,0,4,1,6,1,2.0,3.0,571.0,2,1125,5,5,5,5,5,5,1,1
19465,19465,0,23,1,8,5,4.0,4.0,2300.0,2,30,5,5,5,5,5,5,1,1
19466,19466,0,4,2,2,1,1.0,1.0,381.0,2,1125,5,5,5,5,5,5,0,1
19467,19467,0,1,1,4,1,1.0,2.0,333.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19468,19468,0,28,1,4,1,2.0,4.0,250.0,1,1125,2.0,10.0,8.0,6.0,4.0,6.0,1,4
19469,19469,0,3,2,5,2,1.0,2.0,257.0,1,7,5,5,5,5,5,5,1,5
19470,19470,0,17,1,4,1,2.0,2.0,270.0,10,30,9.0,10.0,10.0,10.0,9.0,10.0,0,1
19471,19471,0,3,1,5,1,2.0,4.0,201.0,1,365,5,5,5,5,5,5,1,1
19473,19473,0,3,2,4,1,2.0,10.0,137.0,7,12,5,5,5,5,5,5,1,1
19474,19474,0,15,1,4,1,1.0,2.0,244.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19475,19475,0,18,2,1,1,1.0,0.0,89.0,1,7,5,5,5,5,5,5,1,1
19476,19476,0,1,1,5,1,2.0,3.0,270.0,3,1125,4.0,4.0,10.0,6.0,8.0,2.0,0,4
19478,19478,0,3,2,16,8,8.0,23.0,266.0,1,24,10.0,8.0,10.0,10.0,10.0,10.0,1,1
19479,19479,0,6,2,1,1,1.0,1.0,90.0,3,4,5,5,5,5,5,5,1,1
19480,19480,0,10,2,1,1,1.0,1.0,122.0,2,4,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19481,19481,1,1,1,2,1,1.0,1.0,357.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,1,22
19482,19482,0,6,2,2,1,1.0,1.0,611.0,1,365,5,5,5,5,5,5,1,1
19484,19484,1,2,1,5,1,3.0,3.0,385.0,1,1125,5,5,5,5,5,5,1,4
19486,19486,0,4,2,3,1,1.0,2.0,80.0,1,30,9.0,9.0,9.0,8.0,10.0,10.0,1,1
19487,19487,0,3,1,4,1,2.0,3.0,212.0,1,1125,5,5,5,5,5,5,0,1
19490,19490,0,1,1,3,1,1.0,2.0,443.0,2,1125,5,5,5,5,5,5,1,1
19491,19491,0,21,1,4,1,1.0,2.0,318.0,4,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,2
19492,19492,0,6,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,3
19493,19493,0,1,2,2,1,1.0,1.0,119.0,2,100,9.0,9.0,10.0,9.0,10.0,9.0,1,10
19494,19494,0,1,1,2,2,1.0,1.0,476.0,3,1125,5,5,5,5,5,5,0,1
19495,19495,0,1,1,4,1,2.0,2.0,450.0,1,1125,10.0,10.0,9.0,9.0,10.0,10.0,1,6
19496,19496,0,2,2,1,1,1.0,2.0,2000.0,7,1125,5,5,5,5,5,5,0,2
19497,19497,0,1,1,4,1,1.0,2.0,198.0,1,1125,10.0,5.0,10.0,10.0,10.0,7.0,0,11
19498,19498,0,1,1,2,1,1.0,2.0,238.0,2,30,5,5,5,5,5,5,1,6
19499,19499,0,2,1,4,1,1.0,2.0,140.0,4,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
19500,19500,0,2,1,8,2,4.0,4.0,1266.0,1,1125,10.0,10.0,10.0,10.0,10.0,8.0,1,13
19501,19501,0,4,2,4,1,2.0,0.0,285.0,1,30,5,5,5,5,5,5,1,1
19502,19502,0,1,2,4,1,2.0,2.0,341.0,1,30,5,5,5,5,5,5,1,7
19503,19503,0,1,2,2,1,1.0,2.0,218.0,1,1125,5,5,5,5,5,5,1,7
19504,19504,0,1,2,3,1,1.0,2.0,258.0,1,1125,8.0,7.0,7.0,7.0,8.0,8.0,1,7
19505,19505,0,1,2,3,1,1.0,2.0,302.0,1,1125,5,5,5,5,5,5,1,7
19506,19506,0,1,2,4,1,2.0,2.0,386.0,1,1125,9.0,8.0,9.0,9.0,9.0,8.0,1,7
19507,19507,0,19,2,3,1,1.0,2.0,200.0,1,1125,10.0,8.0,10.0,10.0,10.0,10.0,1,2
19508,19508,0,19,2,2,1,1.0,1.0,200.0,1,365,5,5,5,5,5,5,1,2
19509,19509,0,3,2,2,1,1.0,1.0,155.0,1,28,10.0,10.0,10.0,10.0,10.0,10.0,1,8
19511,19511,1,1,2,2,1,1.0,1.0,687.0,1,1125,5,5,5,5,5,5,1,22
19512,19512,0,20,4,4,1,1.0,4.0,80.0,1,365,5,5,5,5,5,5,1,1
19513,19513,0,3,1,2,1,1.0,2.0,285.0,1,1125,5,5,5,5,5,5,1,4
19515,19515,0,3,2,2,1,1.0,1.0,143.0,3,3,5,5,5,5,5,5,1,1
19516,19516,0,3,2,2,1,1.0,1.0,184.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,8
19518,19518,0,1,2,2,1,1.0,1.0,191.0,1,30,10.0,9.0,10.0,10.0,10.0,10.0,1,3
19519,19519,0,21,1,5,2,2.0,2.0,465.0,3,999,10.0,8.0,10.0,10.0,10.0,8.0,0,13
19520,19520,0,3,2,4,1,1.0,4.0,222.0,1,1125,5,5,5,5,5,5,1,8
19521,19521,0,23,1,2,1,1.0,1.0,686.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,1
19522,19522,0,10,2,2,1,1.0,1.0,230.0,1,1125,7.0,6.0,7.0,5.0,8.0,7.0,1,26
19523,19523,0,10,2,2,1,1.0,1.0,220.0,1,1125,5,5,5,5,5,5,1,26
19524,19524,0,10,2,2,1,1.0,1.0,240.0,1,1125,10.0,10.0,9.0,10.0,10.0,9.0,1,26
19525,19525,0,10,2,2,1,1.0,1.0,250.0,1,1125,9.0,10.0,10.0,9.0,7.0,9.0,1,26
19526,19526,0,11,1,4,1,2.0,2.0,448.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,1,1
19527,19527,0,1,1,6,2.5,2.0,2.0,1200.0,7,31,10.0,10.0,10.0,10.0,10.0,8.0,0,1
19528,19528,0,2,1,2,1,1.0,1.0,199.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
19529,19529,0,1,1,10,5,5.0,5.0,1000.0,3,1125,5,5,5,5,5,5,0,3
19530,19530,0,5,1,5,1,2.0,3.0,635.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,5
19531,19531,0,2,1,2,1,1.0,1.0,249.0,1,1125,8.0,8.0,6.0,7.0,7.0,7.0,1,3
19532,19532,0,3,2,2,1,1.0,2.0,152.0,1,30,5,5,5,5,5,5,1,8
19533,19533,0,2,2,2,1,1.0,1.0,89.0,1,1125,5,5,5,5,5,5,1,1
19534,19534,0,7,2,1,1,1.0,1.0,80.0,1,365,5,5,5,5,5,5,1,1
19535,19535,0,1,2,2,1,1.0,2.0,190.0,1,1125,5,5,5,5,5,5,0,7
19536,19536,0,1,2,2,1,1.0,2.0,190.0,1,1125,5,5,5,5,5,5,1,7
19537,19537,0,2,1,4,1,2.0,2.0,651.0,1,21,10.0,10.0,10.0,10.0,10.0,9.0,1,1
19538,19538,0,1,2,1,1,1.0,1.0,162.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
19540,19540,0,12,1,3,1,3.0,3.0,244.0,1,365,5,5,5,5,5,5,0,1
19541,19541,0,24,1,6,1,1.0,2.0,404.0,2,3,10.0,10.0,10.0,10.0,10.0,10.0,0,1
19542,19542,0,33,1,4,1,1.0,1.0,326.0,15,365,5,5,5,5,5,5,1,3
