,Unnamed: 0,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
6277,6277,0,5,2,2,1,1.0,2.0,95.0,5,90,9.0,9.0,9.0,9.0,10.0,9.0,0,1
6278,6278,0,6,2,1,1,1.0,1.0,80.0,1,30,5,5,5,5,5,5,0,2
6279,6279,0,7,1,4,2,2.0,2.0,250.0,3,1125,5,5,5,5,5,5,1,1
6280,6280,0,1,1,2,1,1.0,0.0,182.0,3,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,4
6281,6281,1,1,1,2,1,1.0,1.0,253.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
6282,6282,0,3,2,1,1,1.0,1.0,476.0,1,1125,5,5,5,5,5,5,1,1
6283,6283,1,12,1,5,1,2.0,2.0,451.0,3,365,10.0,10.0,10.0,10.0,10.0,10.0,1,3
6284,6284,0,16,3,2,1,1.0,1.0,189.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,6
6286,6286,1,1,1,2,1,1.0,1.0,330.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
6287,6287,0,28,1,6,2,3.0,4.0,963.0,7,1125,10.0,9.0,10.0,10.0,9.0,9.0,0,3
6288,6288,0,2,1,4,1,2.0,3.0,666.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,2
6289,6289,0,1,2,2,1,1.0,1.0,86.0,23,100,9.0,8.0,9.0,10.0,10.0,9.0,1,3
6290,6290,0,2,2,2,1,1.0,1.0,100.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6291,6291,0,1,2,2,1,1.0,1.0,285.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,1,7
6292,6292,1,4,1,5,1,2.0,4.0,600.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6293,6293,0,2,2,2,2,1.0,1.0,290.0,2,1125,9.0,9.0,9.0,10.0,10.0,9.0,0,1
6294,6294,0,4,4,1,1,1.0,0.0,161.0,2,1125,5,5,5,5,5,5,1,1
6295,6295,0,16,3,2,1,1.0,1.0,189.0,1,1125,5,5,5,5,5,5,1,6
6296,6296,0,16,3,2,1,1.0,1.0,189.0,1,1125,10.0,10.0,10.0,10.0,8.0,10.0,1,6
6297,6297,0,2,1,4,1,2.0,2.0,338.0,2,1125,10.0,7.0,10.0,10.0,10.0,7.0,0,1
6298,6298,0,16,3,3,1,1.0,3.0,300.0,1,1125,10.0,10.0,10.0,8.0,10.0,10.0,1,6
6299,6299,0,1,1,3,1,1.0,1.0,590.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6300,6300,0,3,2,2,1,1.0,2.0,428.0,2,10,5,5,5,5,5,5,1,1
6301,6301,1,4,1,4,1,1.0,2.0,553.0,3,999,10.0,9.0,10.0,10.0,10.0,10.0,0,5
6302,6302,1,12,2,2,1,1.0,1.0,80.0,1,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6304,6304,0,1,1,3,1,1.0,1.0,704.0,2,1125,4.0,6.0,10.0,10.0,10.0,10.0,1,10
6305,6305,0,1,1,3,1,2.0,2.0,704.0,2,1125,9.0,10.0,9.0,10.0,10.0,9.0,1,10
6306,6306,0,16,3,2,1,1.0,1.0,189.0,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,6
6307,6307,0,12,4,1,1,1.0,1.0,160.0,1,1125,5,5,5,5,5,5,1,1
6308,6308,0,29,4,4,1,1.0,5.0,650.0,4,4,5,5,5,5,5,5,1,1
6309,6309,1,6,1,3,1,2.0,3.0,252.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6310,6310,1,1,2,2,1,1.0,1.0,105.0,2,150,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6311,6311,0,5,2,2,1,1.0,1.0,352.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
6312,6312,0,4,2,4,1,1.0,3.0,125.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6313,6313,0,5,1,6,1,2.0,5.0,201.0,2,1125,8.0,8.0,10.0,9.0,8.0,8.0,1,1
6314,6314,0,5,2,2,1,1.0,1.0,158.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6315,6315,0,6,1,3,2.5,1.0,1.0,1004.0,3,1125,5,5,5,5,5,5,1,1
6318,6318,0,1,1,3,2,2.0,1.0,592.0,2,60,5,5,5,5,5,5,0,1
6319,6319,0,3,2,3,1,1.0,3.0,402.0,90,180,5,5,5,5,5,5,0,3
6320,6320,0,3,1,2,1,1.0,1.0,257.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,17
6321,6321,0,1,1,5,1,3.0,3.0,966.0,6,1125,5,5,5,5,5,5,1,1
6322,6322,0,5,2,1,1,1.0,2.0,95.0,1,30,5,5,5,5,5,5,1,1
6323,6323,0,21,2,2,1,1.0,1.0,450.0,1,30,5,5,5,5,5,5,1,1
6324,6324,0,2,1,5,1,2.0,2.0,1237.0,15,31,5,5,5,5,5,5,0,1
6325,6325,0,7,1,5,1,2.0,5.0,400.0,1,1125,6.0,6.0,4.0,6.0,6.0,6.0,1,2
6326,6326,1,1,1,2,1,1.0,1.0,209.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6327,6327,0,3,1,7,2,3.0,3.0,657.0,1,365,10.0,10.0,10.0,10.0,10.0,10.0,1,15
6328,6328,0,1,1,5,1,3.0,2.0,952.0,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,2
6329,6329,0,3,1,2,1,1.0,1.0,211.0,2,1125,10.0,10.0,9.0,9.0,9.0,10.0,1,17
6330,6330,0,2,1,4,1,1.0,4.0,370.0,2,15,5,5,5,5,5,5,0,1
6331,6331,1,1,2,2,1,1.0,1.0,83.0,4,120,10.0,10.0,10.0,10.0,9.0,10.0,1,1
6332,6332,0,2,2,1,1,1.0,1.0,130.0,1,30,5,5,5,5,5,5,1,1
6333,6333,0,7,1,4,1,1.0,3.0,433.0,3,1125,5,5,5,5,5,5,1,1
6334,6334,0,28,1,9,6,5.0,6.0,1000.0,4,7,5,5,5,5,5,5,1,2
6335,6335,1,19,1,2,2,1.0,5.0,214.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6336,6336,0,25,2,8,2,3.0,3.0,8146.0,1,30,5,5,5,5,5,5,1,1
6337,6337,0,6,1,5,2,2.0,4.0,338.0,2,10,10.0,9.0,10.0,10.0,9.0,10.0,0,2
6338,6338,0,1,2,2,1,1.0,2.0,190.0,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,7
6339,6339,0,14,2,4,3,3.0,1.0,391.0,7,30,5,5,5,5,5,5,1,2
6340,6340,0,14,1,6,2,3.0,3.0,505.0,30,60,5,5,5,5,5,5,1,2
6341,6341,0,6,1,2,1,1.0,2.0,241.0,7,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6342,6342,0,16,1,4,1,2.0,2.0,674.0,3,1125,5,5,5,5,5,5,1,1
6343,6343,0,9,2,4,1,2.0,2.0,337.0,4,9,5,5,5,5,5,5,0,1
6344,6344,0,7,1,4,2,2.0,3.0,529.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,1
6345,6345,0,2,2,2,2,1.0,1.0,500.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6346,6346,0,4,2,1,1,1.0,1.0,193.0,1,7,5,5,5,5,5,5,0,1
6347,6347,0,4,2,1,1,1.0,1.0,483.0,30,31,5,5,5,5,5,5,1,1
6348,6348,0,1,2,3,1,1.0,1.0,350.0,2,30,5,5,5,5,5,5,1,1
6349,6349,0,4,2,1,1,1.0,1.0,95.0,5,1125,9.0,10.0,9.0,9.0,10.0,10.0,0,2
6350,6350,0,2,1,6,1,2.0,3.0,240.0,3,1125,8.0,8.0,10.0,10.0,7.0,8.0,1,2
6351,6351,0,9,2,1,1,1.0,1.0,163.0,1,1125,5,5,5,5,5,5,1,1
6352,6352,0,4,2,2,1,1.0,1.0,402.0,2,10,5,5,5,5,5,5,1,1
6353,6353,1,5,1,4,1,2.0,2.0,570.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,0,8
6354,6354,0,1,2,1,1,1.0,1.0,100.0,2,1125,5,5,5,5,5,5,0,1
6355,6355,0,5,1,3,1,1.0,1.0,182.0,2,365,10.0,10.0,9.0,10.0,10.0,9.0,1,3
6356,6356,0,1,2,2,1,1.0,1.0,171.0,3,1125,9.0,9.0,10.0,10.0,9.0,9.0,1,15
6357,6357,0,1,2,3,1,1.0,2.0,250.0,1,1125,5,5,5,5,5,5,0,1
6358,6358,0,22,2,2,1,1.0,3.0,180.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6359,6359,1,23,2,4,11,11.0,25.0,150.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,2
6360,6360,0,9,1,5,2,2.0,4.0,1067.0,1,1124,8.0,8.0,7.0,9.0,8.0,7.0,1,6
6361,6361,0,5,1,7,2,3.0,4.0,660.0,3,1125,10.0,9.0,10.0,9.0,10.0,9.0,0,29
6362,6362,0,1,1,2,1,1.0,1.0,586.0,3,60,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6363,6363,0,28,4,3,1,1.0,2.0,171.0,1,27,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6364,6364,0,5,1,4,1,2.0,4.0,761.0,5,14,5,5,5,5,5,5,1,1
6365,6365,0,24,1,8,3,3.0,5.0,1200.0,1,1125,5,5,5,5,5,5,1,1
6366,6366,1,5,2,2,1,1.0,1.0,138.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
6367,6367,1,1,1,6,1,2.0,2.0,300.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,2
6368,6368,1,3,2,2,1,1.0,1.0,145.0,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,4
6369,6369,1,3,2,2,1,1.0,1.0,150.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,4
6371,6371,1,3,1,2,1,1.0,1.0,135.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
6372,6372,0,3,1,2,1,1.0,2.0,200.0,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,2
6373,6373,0,3,1,1,1,1.0,1.0,402.0,1,7,5,5,5,5,5,5,1,2
6374,6374,0,3,2,3,1,1.0,2.0,228.0,1,60,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6375,6375,0,3,2,3,1,1.0,2.0,483.0,1,1125,5,5,5,5,5,5,0,2
6376,6376,0,4,2,2,1,1.0,1.0,166.0,2,33,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6377,6377,0,2,1,3,1,1.0,1.0,382.0,4,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6378,6378,0,1,2,3,1,1.0,2.0,604.0,1,1125,5,5,5,5,5,5,0,2
6379,6379,0,8,2,1,1,1.0,1.0,402.0,1,1125,5,5,5,5,5,5,1,1
6380,6380,0,1,1,4,1,1.0,4.0,514.0,3,1125,10.0,8.0,10.0,10.0,10.0,7.0,0,2
6381,6381,0,31,2,1,1,1.0,1.0,700.0,1,1125,5,5,5,5,5,5,1,1
6382,6382,0,3,2,3,7,7.0,3.0,495.0,1,1125,5,5,5,5,5,5,1,3
6383,6383,0,4,2,2,1,1.0,2.0,155.0,2,7,5,5,5,5,5,5,1,1
6384,6384,0,2,1,6,1,2.0,3.0,1042.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,7
6385,6385,0,12,1,3,1,1.0,2.0,285.0,3,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,1
6386,6386,0,3,2,1,1,1.0,1.0,190.0,1,6,10.0,10.0,10.0,10.0,10.0,9.0,0,16
6387,6387,0,8,1,4,1,1.0,1.0,180.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,1
6388,6388,0,3,2,1,1,1.0,1.0,381.0,1,7,5,5,5,5,5,5,0,16
6390,6390,0,3,2,5,1,1.0,4.0,333.0,1,30,2.0,2.0,8.0,4.0,8.0,2.0,0,3
6391,6391,0,1,2,2,1,1.0,1.0,171.0,3,1125,5,5,5,5,5,5,1,15
6392,6392,0,5,1,5,1,2.0,5.0,528.0,1,365,8.0,8.0,8.0,9.0,8.0,8.0,0,4
6393,6393,0,1,2,2,1,1.0,1.0,266.0,3,1125,5,5,5,5,5,5,1,15
6394,6394,0,1,2,2,1,1.0,1.0,266.0,3,1125,10.0,4.0,10.0,10.0,10.0,10.0,1,15
6395,6395,0,7,1,4,2,2.0,5.0,1083.0,30,1125,5,5,5,5,5,5,0,1
6396,6396,0,4,2,2,1,1.0,1.0,105.0,2,1125,9.0,9.0,9.0,9.0,10.0,9.0,0,2
6397,6397,0,11,1,3,1,1.0,2.0,330.0,7,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,1
6398,6398,1,2,1,4,1,1.0,1.0,555.0,5,190,10.0,9.0,10.0,10.0,10.0,10.0,0,4
6399,6399,0,3,2,2,1,1.0,1.0,285.0,1,6,5,5,5,5,5,5,0,16
6400,6400,1,24,1,8,5,3.0,3.0,2444.0,7,1125,5,5,5,5,5,5,0,2
6401,6401,0,3,2,2,1,1.0,1.0,428.0,1,6,5,5,5,5,5,5,0,16
6404,6404,0,5,2,1,1,1.0,1.0,285.0,1,1125,5,5,5,5,5,5,1,1
6405,6405,0,2,1,3,1,1.0,1.0,381.0,1,1125,10.0,10.0,10.0,9.0,10.0,9.0,0,1
6408,6408,0,1,1,4,1,2.0,4.0,805.0,7,30,5,5,5,5,5,5,1,1
6409,6409,1,25,1,4,1,2.0,4.0,385.0,3,200,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6410,6410,0,4,1,3,1,1.0,1.0,402.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6411,6411,0,4,2,2,1,1.0,2.0,120.0,1,1125,5,5,5,5,5,5,0,1
6412,6412,0,13,1,5,1,2.0,3.0,896.0,30,1125,5,5,5,5,5,5,1,1
6413,6413,0,3,2,2,1,1.0,3.0,209.0,1,15,5,5,5,5,5,5,0,8
6414,6414,0,3,2,3,1,1.0,3.0,428.0,1,6,5,5,5,5,5,5,0,16
6415,6415,0,3,2,3,1,1.0,2.0,523.0,1,6,5,5,5,5,5,5,0,16
6416,6416,0,3,2,4,1,1.0,4.0,523.0,1,6,5,5,5,5,5,5,0,16
6417,6417,0,3,2,4,1,1.0,2.0,619.0,1,6,5,5,5,5,5,5,0,16
6418,6418,0,5,1,5,1,2.0,2.0,805.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6419,6419,0,3,4,1,1,1.0,1.0,143.0,1,6,5,5,5,5,5,5,0,16
6420,6420,0,3,4,1,1,1.0,1.0,143.0,1,6,5,5,5,5,5,5,0,16
6421,6421,0,2,1,2,1,1.0,1.0,550.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6422,6422,0,5,1,4,1,1.0,2.0,443.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6423,6423,0,4,1,2,1,1.0,2.0,120.0,5,30,10.0,9.0,10.0,10.0,10.0,10.0,0,3
6424,6424,0,1,2,2,1,1.0,1.0,120.0,1,1125,5,5,5,5,5,5,0,1
6425,6425,0,5,2,1,2,1.0,1.0,666.0,1,10,5,5,5,5,5,5,0,1
6426,6426,1,1,1,2,1,1.0,1.0,320.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
6427,6427,1,6,1,4,2,2.0,3.0,358.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6428,6428,0,28,1,9,6,5.0,6.0,1629.0,30,30,5,5,5,5,5,5,1,2
6429,6429,1,7,1,6,2,3.0,8.0,173.0,2,90,9.0,9.0,10.0,10.0,9.0,9.0,1,1
6430,6430,0,2,1,3,1,2.0,1.0,333.0,2,7,10.0,9.0,10.0,10.0,9.0,9.0,0,1
6431,6431,0,2,1,7,2,2.0,7.0,419.0,2,45,9.0,9.0,9.0,10.0,10.0,10.0,0,1
6432,6432,0,2,1,3,1,1.0,2.0,555.0,5,1125,8.0,10.0,10.0,10.0,10.0,9.0,0,7
6433,6433,0,6,2,3,1,1.0,2.0,164.0,1,3,5,5,5,5,5,5,1,1
6434,6434,0,8,1,3,2,1.0,1.0,486.0,2,35,10.0,10.0,10.0,10.0,9.0,10.0,1,1
6435,6435,0,8,2,2,1,1.0,2.0,122.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6436,6436,0,5,2,1,1,2.0,4.0,285.0,1,15,5,5,5,5,5,5,1,1
6437,6437,0,1,1,5,2,2.0,2.0,666.0,2,7,5,5,5,5,5,5,0,1
6438,6438,0,1,1,3,1,1.0,1.0,241.0,2,6,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6439,6439,0,5,1,3,1,2.0,2.0,362.0,2,14,5,5,5,5,5,5,1,2
6440,6440,0,2,2,2,1,1.0,1.0,90.0,1,7,5,5,5,5,5,5,0,1
6441,6441,0,2,2,2,1,1.0,1.0,114.0,1,1125,5,5,5,5,5,5,0,1
6442,6442,0,2,1,8,1,3.0,2.0,466.0,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,3
6443,6443,0,4,1,2,1,1.0,1.0,483.0,2,90,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6444,6444,0,2,2,1,1,1.0,1.0,150.0,1,1125,5,5,5,5,5,5,1,1
6445,6445,0,2,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,0,1
6447,6447,0,1,1,3,1,1.0,2.0,241.0,1,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,4
6448,6448,0,1,2,2,1,1.0,1.0,228.0,3,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,15
6450,6450,0,1,2,2,1,2.0,2.0,247.0,3,1125,5,5,5,5,5,5,1,15
6451,6451,1,5,1,5,1,2.0,2.0,499.0,2,365,10.0,10.0,10.0,10.0,10.0,9.0,0,8
6452,6452,0,4,2,2,1,1.0,1.0,72.0,7,732,9.0,9.0,10.0,10.0,10.0,9.0,0,3
6454,6454,1,1,1,5,1,2.0,2.0,476.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6455,6455,0,14,2,1,1,1.0,1.0,110.0,1,1125,5,5,5,5,5,5,1,1
6456,6456,0,2,1,10,3,5.0,6.0,2012.0,90,1125,5,5,5,5,5,5,1,1
6457,6457,0,5,2,1,1,1.0,1.0,80.0,1,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6458,6458,0,1,1,2,1,1.0,1.0,467.0,5,10,5,5,5,5,5,5,0,1
6459,6459,0,2,1,3,1,1.0,1.0,322.0,7,180,5,5,5,5,5,5,1,1
6460,6460,0,7,1,4,1,2.0,2.0,144.0,2,1125,8.0,9.0,10.0,10.0,8.0,9.0,1,2
6461,6461,0,1,2,2,1,1.0,1.0,228.0,3,1125,9.0,8.0,10.0,10.0,8.0,8.0,1,15
6462,6462,0,1,2,2,1,1.0,1.0,228.0,3,1125,7.0,5.0,10.0,9.0,9.0,7.0,1,15
6463,6463,0,1,2,2,1,1.0,1.0,181.0,3,1125,8.0,8.0,9.0,9.0,9.0,8.0,1,15
6464,6464,0,1,2,2,1,1.0,1.0,171.0,3,1125,5,5,5,5,5,5,1,15
6465,6465,0,1,2,2,1,1.0,1.0,171.0,3,1125,5,5,5,5,5,5,1,15
6466,6466,0,1,1,12,2,4.0,3.0,1059.0,4,1125,2.0,4.0,4.0,4.0,8.0,2.0,1,15
6467,6467,0,5,1,2,1,1.0,1.0,352.0,30,300,9.0,8.0,9.0,10.0,10.0,9.0,0,10
6468,6468,0,2,1,5,1,2.0,2.0,400.0,4,1125,5,5,5,5,5,5,1,1
6469,6469,0,18,2,2,1,1.0,1.0,114.0,1,50,8.0,9.0,8.0,8.0,9.0,9.0,1,1
6470,6470,0,4,2,2,1,1.0,2.0,120.0,3,1125,5,5,5,5,5,5,0,1
6471,6471,0,5,2,1,1,1.0,1.0,150.0,1,30,5,5,5,5,5,5,0,1
6472,6472,0,32,2,3,1,1.0,1.0,225.0,1,1125,5,5,5,5,5,5,1,8
6473,6473,0,5,2,1,1,1.0,1.0,90.0,1,20,5,5,5,5,5,5,0,1
6474,6474,0,1,2,3,1,1.0,2.0,9516.0,59,89,5,5,5,5,5,5,1,1
6475,6475,0,2,2,2,1,1.0,2.0,285.0,1,1125,5,5,5,5,5,5,1,1
6476,6476,0,5,2,2,1,1.0,2.0,100.0,1,3,5,5,5,5,5,5,0,1
6477,6477,0,4,1,4,2,2.0,2.0,381.0,10,90,5,5,5,5,5,5,0,1
6478,6478,0,20,2,1,1,1.0,1.0,96.0,1,1125,6.0,7.0,10.0,10.0,9.0,8.0,0,1
6479,6479,0,1,3,6,1,1.0,6.0,95.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,17
6480,6480,0,6,2,1,2,2.0,2.0,90.0,2,3,5,5,5,5,5,5,1,1
6481,6481,0,6,2,1,1,1.0,1.0,85.0,1,1125,5,5,5,5,5,5,1,1
6482,6482,1,4,2,2,1,1.0,1.0,152.0,1,180,10.0,9.0,10.0,10.0,10.0,10.0,0,4
6483,6483,1,4,2,2,1,1.0,2.0,169.0,1,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,1
6484,6484,0,5,1,4,1,1.0,1.0,381.0,2,5,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6485,6485,0,10,2,2,1,1.0,1.0,652.0,1,12,10.0,10.0,10.0,10.0,9.0,10.0,0,1
6486,6486,0,4,1,4,1,1.0,2.0,190.0,45,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,16
6488,6488,0,3,3,2,1,1.0,1.0,387.0,1,31,9.0,9.0,9.0,10.0,10.0,9.0,1,7
6489,6489,0,3,3,3,1,1.0,1.0,189.0,1,31,8.0,9.0,9.0,9.0,9.0,9.0,1,7
6490,6490,0,3,3,3,1,1.0,1.0,199.0,1,31,9.0,9.0,9.0,9.0,9.0,9.0,1,7
6491,6491,0,2,2,2,1,1.0,1.0,126.0,1,7,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6492,6492,0,14,1,5,2,2.0,3.0,611.0,60,365,8.0,8.0,8.0,8.0,10.0,10.0,1,1
6493,6493,0,1,2,1,1,1.0,1.0,81.0,5,1125,5,5,5,5,5,5,0,2
6494,6494,0,34,2,2,2,2.0,6.0,106.0,1,1125,5,5,5,5,5,5,0,1
6495,6495,0,3,3,3,1,1.0,2.0,428.0,1,1125,5,5,5,5,5,5,1,6
6496,6496,0,33,2,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
6497,6497,1,30,2,2,1,1.0,1.0,94.0,3,45,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6498,6498,0,3,3,4,1,1.0,1.0,266.0,1,31,9.0,9.0,9.0,9.0,10.0,9.0,1,7
6499,6499,0,1,2,2,1,1.0,1.0,181.0,3,1125,8.0,6.0,2.0,10.0,6.0,10.0,1,15
6500,6500,0,1,2,3,1,1.0,1.0,190.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,15
6501,6501,0,1,2,3,1,1.0,1.0,190.0,3,1125,5,5,5,5,5,5,1,15
6502,6502,0,11,1,3,1,2.0,3.0,220.0,3,120,10.0,9.0,9.0,10.0,9.0,9.0,1,3
6503,6503,0,2,1,6,1,2.0,5.0,483.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,5
6504,6504,0,10,2,1,1,1.0,0.0,197.0,7,90,5,5,5,5,5,5,0,2
6505,6505,0,5,2,1,1,1.0,2.0,193.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6506,6506,0,3,1,3,1,1.0,1.0,724.0,4,1125,5,5,5,5,5,5,1,1
6507,6507,0,33,1,4,1,1.0,1.0,150.0,7,1125,5,5,5,5,5,5,1,1
6508,6508,0,1,2,1,1,2.0,1.0,250.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,0,1
6509,6509,0,12,2,1,2,1.0,1.0,98.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6510,6510,0,1,2,2,1,2.0,2.0,1000.0,1,1125,5,5,5,5,5,5,1,1
6512,6512,0,3,1,7,1,2.0,3.0,733.0,2,30,10.0,9.0,8.0,10.0,10.0,10.0,1,7
6513,6513,0,6,2,2,1,1.0,2.0,241.0,1,10,2.0,2.0,2.0,2.0,2.0,2.0,0,1
6514,6514,0,1,1,5,1,2.0,4.0,555.0,2,30,2.0,2.0,4.0,3.0,3.0,2.0,0,6
6515,6515,0,5,1,5,1,2.0,5.0,652.0,2,90,9.0,9.0,9.0,9.0,10.0,9.0,0,4
6516,6516,0,1,1,8,1,4.0,5.0,589.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,6
6517,6517,0,1,1,6,1,2.0,2.0,500.0,20,150,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6518,6518,0,32,2,2,2,2.0,1.0,300.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6519,6519,0,2,1,1,1,1.0,1.0,397.0,2,1000,5,5,5,5,5,5,0,1
6520,6520,0,4,1,4,2,2.0,2.0,937.0,2,14,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6521,6521,0,4,2,2,2,1.0,1.0,367.0,1,10,5,5,5,5,5,5,0,3
6522,6522,0,2,1,3,1,2.0,3.0,175.0,1,7,5,5,5,5,5,5,1,1
6523,6523,0,2,2,2,1,1.0,2.0,96.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6526,6526,0,1,1,4,1,1.0,1.0,217.0,2,1125,5,5,5,5,5,5,0,1
6527,6527,0,3,1,6,1,1.0,5.0,333.0,3,1125,9.0,10.0,10.0,10.0,10.0,10.0,1,4
6528,6528,0,7,1,4,1,1.0,4.0,300.0,1,1125,5,5,5,5,5,5,0,1
6529,6529,1,1,1,3,1,1.0,2.0,396.0,5,35,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6530,6530,0,4,2,2,1,1.0,1.0,96.0,2,90,9.0,8.0,10.0,10.0,9.0,9.0,0,3
6531,6531,1,1,2,1,1,1.0,1.0,143.0,2,60,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6532,6532,0,3,3,3,1,1.0,1.0,199.0,1,32,9.0,9.0,9.0,10.0,10.0,9.0,1,7
6533,6533,0,7,1,3,1,2.0,4.0,183.0,30,1125,9.0,8.0,9.0,10.0,8.0,9.0,0,4
6535,6535,0,1,2,2,1,1.0,1.0,99.0,2,15,10.0,9.0,10.0,10.0,10.0,9.0,0,2
6536,6536,0,3,1,4,1,2.0,3.0,666.0,1,100,5,5,5,5,5,5,0,27
6537,6537,0,3,1,4,1,1.0,3.0,552.0,1,100,10.0,10.0,10.0,10.0,10.0,10.0,0,27
6538,6538,0,2,1,6,1,2.0,5.0,483.0,5,1125,7.0,7.0,9.0,8.0,9.0,7.0,1,5
6539,6539,0,2,1,6,1,2.0,5.0,483.0,5,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,5
6540,6540,0,2,1,2,1,1.0,1.0,220.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
6542,6542,0,5,1,4,1,2.0,2.0,400.0,6,30,5,5,5,5,5,5,0,1
6543,6543,0,12,2,1,1,1.0,1.0,80.0,1,8,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6544,6544,1,3,2,3,1,1.0,3.0,175.0,1,1125,10.0,10.0,10.0,9.0,9.0,9.0,1,8
