host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within an hour,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1,1,5,2,2.0,2.0,2,60,1,3,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,3.0,540.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,0.0,4,2,1,2,3.0,0.0,7,1125,1,0,0,0,,,,,,,,1,1,,326.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,2,2,2,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,320.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,2,2,2,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,6,,240.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,2,1,1.0,2.0,1,60,1,1,1,0,80.0,8.0,8.0,10.0,10.0,6.0,10.0,1,24,0.73,80.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,2,2,2,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,320.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,2,4,2,1.0,4.0,1,1125,1,0,0,0,,,,,,,,1,6,,400.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,2,6,1,1.0,6.0,1,1125,1,0,0,0,,,,,,,,1,6,,480.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,3,1,1.0,3.0,1,60,1,3,3,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,24,2.09,80.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,4,1,1.0,4.0,1,60,1,1,1,1,100.0,10.0,10.0,10.0,10.0,6.0,8.0,1,24,1.0,80.0
within an hour,100.0,43.0,0.0,1.0,1.0,1.0,0.0,15,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,250.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,2,1,1.0,2.0,1,60,1,0,0,0,,,,,,,,1,24,,101.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,17,,121.0
within a day,100.0,33.0,1.0,10.0,10.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,571.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,3,1,1.0,3.0,7,60,1,0,0,0,,,,,,,,1,24,,80.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,1,1,1.0,2.0,1,60,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,24,0.68,80.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,4,1,2,1,1.0,1.0,2,1125,1,4,4,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1,2,2.67,216.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,17,,219.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,1,4,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,5,,428.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,17,,99.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,4,2,1,2,1.0,1.0,3,15,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.0,150.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,17,,160.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,1,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,5,,333.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,4,1,2,1,1.0,1.0,2,15,1,0,0,0,,,,,,,,1,1,,626.0
within a few hours,100.0,100.0,0.0,2.0,2.0,1.0,1.0,3,2,2,1,2.0,0.0,1,1125,1,0,0,0,,,,,,,,0,2,,523.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,4,1,2,1,1.0,1.0,2,1125,1,4,4,3,85.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2.55,197.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,17,,129.0
within a day,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1,1.0,,7,1125,1,0,0,0,,,,,,,,0,1,,80.0
within an hour,85.0,100.0,0.0,3.0,3.0,1.0,0.0,1,1,4,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,3,,130.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,17,,229.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,2,1,1.0,2.0,30,800,1,0,0,0,,,,,,,,1,6,,350.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,2,1,1.0,3.0,25,800,1,0,0,0,,,,,,,,1,6,,250.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,0.0,4,2,5,2,1.0,1.0,4,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,1.0,190.0
within an hour,75.0,,0.0,0.0,0.0,1.0,0.0,6,1,5,1,2.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,550.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,20,1,2,1,1.0,1.0,1,365,1,3,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4,2.09,1500.0
,,,0.0,1.0,1.0,1.0,1.0,6,2,1,2,1.0,6.0,1,5,1,0,0,0,,,,,,,,1,1,,815.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,26,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,17,,169.0
within an hour,100.0,90.0,0.0,1.0,1.0,1.0,0.0,4,2,2,1,1.0,1.0,1,30,1,0,0,0,,,,,,,,0,2,,100.0
within an hour,100.0,,0.0,5.0,5.0,1.0,0.0,7,1,6,2,2.0,6.0,5,365,1,0,0,0,,,,,,,,1,4,,385.0
a few days or more,25.0,,0.0,1.0,1.0,1.0,1.0,4,1,4,1,2.0,2.0,2,365,1,0,0,0,,,,,,,,1,1,,350.0
within an hour,100.0,,0.0,5.0,5.0,1.0,0.0,7,1,6,1,2.0,6.0,3,365,1,0,0,0,,,,,,,,1,4,,385.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,11,,129.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,11,,113.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,1,2,4,1,2.0,3.0,1,90,1,0,0,0,,,,,,,,1,3,,394.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,1,3,1,1.0,1.0,2,60,1,1,1,0,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,1,0.7,161.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,17,,159.0
within a few hours,90.0,100.0,0.0,1.0,1.0,1.0,1.0,2,2,2,1,,0.0,1,365,1,1,1,0,100.0,10.0,10.0,10.0,8.0,8.0,10.0,1,1,0.71,80.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,17,,219.0
within an hour,100.0,100.0,1.0,24.0,24.0,1.0,1.0,2,1,2,1,1.0,1.0,7,1125,1,0,0,0,,,,,,,,1,23,,685.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,0.0,4,2,1,1,,1.0,1,30,1,0,0,0,,,,,,,,1,2,,85.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,0.0,3,2,2,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,1,,94.0
within an hour,100.0,100.0,1.0,24.0,24.0,1.0,1.0,2,1,2,1,1.0,1.0,7,1125,1,0,0,0,,,,,,,,1,23,,799.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1,1.0,1.0,1,30,1,0,0,0,,,,,,,,1,2,,100.0
a few days or more,44.0,100.0,0.0,1.0,1.0,1.0,0.0,15,2,1,1,1.0,0.0,1,365,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,,0.0,2.0,2.0,1.0,1.0,3,2,2,2,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,2,,140.0
,,,0.0,0.0,0.0,1.0,1.0,6,2,3,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,1,,300.0
within an hour,95.0,80.0,0.0,5.0,5.0,1.0,1.0,6,2,1,1,,1.0,1,1125,1,2,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2.0,122.0
within an hour,100.0,,0.0,2.0,2.0,1.0,1.0,3,2,2,2,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,2,,120.0
within an hour,97.0,97.0,0.0,9.0,9.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,9,,100.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,6,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,3,1,1.0,3.0,30,800,1,0,0,0,,,,,,,,1,6,,270.0
within an hour,100.0,99.0,0.0,9.0,9.0,1.0,1.0,1,2,2,1,1.0,1.0,2,1125,1,3,3,1,67.0,9.0,9.0,9.0,9.0,9.0,9.0,1,10,2.0,125.0
within an hour,100.0,,0.0,3.0,3.0,1.0,1.0,3,1,5,1,2.0,1.0,1,1125,1,0,0,0,,,,,,,,1,3,,644.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,6,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,9,,601.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,6,1,2.0,1.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,9,1.0,693.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,6,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,9,,693.0
a few days or more,38.0,,0.0,1.0,1.0,1.0,1.0,21,1,4,2.5,2.0,3.0,1,1125,1,0,0,0,,,,,,,,1,3,,1155.0
a few days or more,38.0,,0.0,1.0,1.0,1.0,1.0,21,1,6,2.5,2.0,0.0,1,1125,1,0,0,0,,,,,,,,1,3,,1636.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,11,0.7,119.0
within an hour,100.0,89.0,0.0,2.0,2.0,1.0,1.0,1,1,2,1,1.0,1.0,3,365,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.0,221.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,3,1,1.0,1.0,2,90,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.68,363.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1,1,2,1,1.0,,1,1125,1,0,0,0,,,,,,,,1,4,,158.0
within an hour,56.0,100.0,0.0,3.0,3.0,1.0,1.0,10,1,4,1,1.0,1.0,3,365,1,1,1,0,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,2,0.91,300.0
,,,0.0,0.0,0.0,1.0,0.0,2,2,3,1,3.0,3.0,1,1125,1,0,0,0,,,,,,,,1,1,,1000.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,2,1125,1,7,7,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,5.0,286.0
within a few hours,82.0,94.0,0.0,7.0,7.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,2,2,1,40.0,5.0,5.0,6.0,6.0,6.0,5.0,0,7,1.43,82.0
within a day,50.0,,0.0,0.0,0.0,1.0,0.0,3,2,1,1,,1.0,1,60,1,0,0,0,,,,,,,,0,1,,80.0
within a few hours,100.0,,0.0,0.0,0.0,1.0,0.0,5,2,2,5,5.0,10.0,4,60,1,0,0,0,,,,,,,,1,1,,300.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,8,2,2,1,2.0,2.0,1,365,1,0,0,0,,,,,,,,1,1,,322.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,32,2,1,1,,1.0,1,365,1,0,0,0,,,,,,,,1,1,,122.0
within a few hours,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,3,90,1,0,0,0,,,,,,,,0,2,,243.0
within an hour,100.0,,0.0,1.0,1.0,1.0,1.0,11,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,3,,400.0
within an hour,100.0,,0.0,1.0,1.0,1.0,1.0,11,2,1,1,,1.0,2,1125,1,0,0,0,,,,,,,,0,3,,400.0
within a few hours,88.0,,0.0,0.0,0.0,1.0,0.0,1,1,2,1,1.0,1.0,1,7,1,0,0,0,,,,,,,,1,7,,140.0
within a few hours,80.0,50.0,0.0,8.0,8.0,1.0,1.0,7,1,7,2,3.0,5.0,15,100,1,0,0,0,,,,,,,,1,8,,367.0
within an hour,100.0,92.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,2.0,3,1125,1,2,2,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,8,2.0,318.0
within an hour,90.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,300,1,0,0,0,,,,,,,,1,8,,300.0
within a few hours,83.0,50.0,0.0,0.0,0.0,1.0,0.0,8,1,2,1,1.0,1.0,3,60,1,0,0,0,,,,,,,,1,1,,130.0
within an hour,90.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,3,1,1.0,2.0,1,100,1,0,0,0,,,,,,,,1,8,,300.0
within an hour,90.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,3,1,1.0,3.0,1,1000,1,1,1,1,80.0,2.0,10.0,2.0,4.0,10.0,2.0,1,8,1.0,250.0
,,,0.0,0.0,0.0,1.0,0.0,29,1,4,1,2.0,5.0,10,1125,1,0,0,0,,,,,,,,0,1,,200.0
within a few hours,75.0,,0.0,1.0,1.0,1.0,0.0,19,2,2,1,1.0,2.0,1,90,1,0,0,0,,,,,,,,1,1,,110.0
within a few hours,100.0,100.0,0.0,1.0,1.0,1.0,1.0,16,2,1,1,,1.0,1,365,1,0,0,0,,,,,,,,0,1,,106.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,6,1,2,1,1.0,3.0,15,180,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1.0,220.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1,1,4,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,190.0
within a day,100.0,,0.0,0.0,0.0,1.0,0.0,4,1,2,1,1.0,0.0,140,365,1,0,0,0,,,,,,,,1,1,,173.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,1.0,1.0,1,1125,1,2,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.62,300.0
within an hour,100.0,98.0,1.0,0.0,0.0,1.0,1.0,1,1,8,2.5,3.0,4.0,3,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,12,1.0,847.0
within a few hours,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,2,1,1.0,1.0,3,1125,1,1,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,1,0.94,238.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,1,2,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,333.0
within a day,60.0,100.0,0.0,2.0,2.0,1.0,0.0,7,1,3,1,,3.0,20,365,1,0,0,0,,,,,,,,1,2,,110.0
within a few hours,90.0,67.0,0.0,2.0,2.0,1.0,1.0,20,1,4,1,2.0,2.0,2,1125,1,1,1,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,1,2,1.0,880.0
within a few hours,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,2,1,1,1.0,1.0,3,365,1,0,0,0,,,,,,,,1,2,,121.0
,,,0.0,0.0,0.0,1.0,0.0,10,2,1,1,1.0,,7,25,1,0,0,0,,,,,,,,1,1,,75.0
within a day,50.0,75.0,0.0,0.0,0.0,1.0,1.0,10,1,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,220.0
within a few hours,100.0,100.0,0.0,3.0,3.0,1.0,1.0,2,1,5,2,2.0,4.0,10,365,1,0,0,0,,,,,,,,0,3,,885.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,1.0,17,4,3,1,1.0,2.0,1,10,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,0.0,9,1,3,2,3.0,3.0,3,30,1,0,0,0,,,,,,,,1,4,,329.0
within an hour,100.0,100.0,1.0,24.0,24.0,1.0,1.0,11,1,6,2,2.0,3.0,7,1125,1,0,0,0,,,,,,,,1,23,,750.0
within an hour,100.0,67.0,0.0,0.0,0.0,1.0,1.0,21,1,4,2,1.0,1.0,3,30,1,0,0,0,,,,,,,,1,1,,478.0
within a few hours,67.0,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,2.0,3,365,1,0,0,0,,,,,,,,1,1,,98.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,3,4,10,1,1.0,,1,30,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,1.0,114.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,2.0,1,15,1,0,0,0,,,,,,,,1,5,,466.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,2.0,1,15,1,0,0,0,,,,,,,,1,5,,366.0
within a few hours,100.0,33.0,0.0,2.0,2.0,1.0,1.0,5,1,4,1,2.0,1.0,2,365,1,0,0,0,,,,,,,,1,1,,483.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,3,4,4,0,1.0,,1,30,1,0,0,0,,,,,,,,1,5,,143.0
within an hour,98.0,87.0,0.0,14.0,14.0,1.0,1.0,2,1,4,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,0,13,,120.0
within a few hours,100.0,89.0,0.0,0.0,0.0,1.0,0.0,4,1,4,1,2.0,2.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.79,250.0
within an hour,98.0,96.0,0.0,0.0,0.0,1.0,1.0,5,1,4,1,2.0,3.0,1,1125,1,2,2,2,90.0,9.0,8.0,9.0,8.0,10.0,9.0,1,3,2.0,421.0
within an hour,96.0,100.0,1.0,6.0,6.0,1.0,1.0,1,1,3,1,1.0,2.0,2,365,1,3,3,3,87.0,10.0,9.0,10.0,10.0,10.0,9.0,1,6,3.0,351.0
within an hour,99.0,55.0,0.0,1005.0,1005.0,1.0,1.0,29,2,2,1,,1.0,1,1125,1,1,1,1,80.0,10.0,10.0,8.0,8.0,10.0,10.0,1,181,1.0,279.0
within an hour,100.0,0.0,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,476.0
within an hour,98.0,87.0,0.0,14.0,14.0,1.0,1.0,2,1,4,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,0,13,,117.0
within an hour,98.0,87.0,0.0,14.0,14.0,1.0,1.0,2,1,4,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,0,13,,120.0
within an hour,100.0,98.0,0.0,26.0,26.0,1.0,1.0,10,1,2,1,,1.0,1,1125,1,1,1,1,20.0,2.0,6.0,10.0,10.0,10.0,2.0,1,26,1.0,360.0
within a few hours,90.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,98.0,0.0,26.0,26.0,1.0,1.0,10,1,2,1,1.0,1.0,1,1125,1,5,5,0,92.0,9.0,8.0,9.0,9.0,8.0,8.0,1,26,3.26,357.0
within an hour,100.0,98.0,0.0,26.0,26.0,1.0,1.0,10,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,26,,276.0
within an hour,100.0,98.0,0.0,26.0,26.0,1.0,1.0,10,1,2,1,1.0,1.0,1,1125,1,2,2,1,100.0,9.0,9.0,10.0,8.0,8.0,8.0,1,26,1.3,255.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,30,1,7,7,7,80.0,8.0,7.0,9.0,9.0,8.0,8.0,1,3,7.0,231.0
within an hour,100.0,99.0,1.0,3.0,3.0,1.0,1.0,2,1,7,2,2.0,5.0,3,365,1,0,0,0,,,,,,,,1,1,,661.0
within an hour,100.0,,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,1.0,1,4,1,0,0,0,,,,,,,,1,2,,100.0
within an hour,99.0,55.0,0.0,1005.0,1005.0,1.0,1.0,29,2,3,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,181,,337.0
,,,0.0,1.0,1.0,1.0,0.0,8,2,2,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,161.0
within an hour,99.0,55.0,0.0,1005.0,1005.0,1.0,1.0,29,2,5,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,181,,549.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,17,2,2,1,1.0,1.0,1,2,1,0,0,0,,,,,,,,1,1,,99.0
within a few hours,100.0,100.0,0.0,2.0,2.0,1.0,1.0,2,2,2,1,1.0,1.0,1,60,1,0,0,0,,,,,,,,0,2,,80.0
within a few hours,100.0,82.0,1.0,3.0,3.0,1.0,1.0,4,1,4,1,2.0,3.0,4,1125,1,0,0,0,,,,,,,,1,3,,289.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,2,1,6,2,3.0,3.0,90,1125,1,0,0,0,,,,,,,,1,138,,1845.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,1,1,6,2,3.0,3.0,4,1125,1,0,0,0,,,,,,,,0,3,,628.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,2,1,,1.0,1,7,1,0,0,0,,,,,,,,1,1,,100.0
,,,0.0,1.0,1.0,1.0,1.0,13,1,7,2,3.0,5.0,90,365,1,0,0,0,,,,,,,,1,1,,815.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,4,1,46.0,1.0,1,1125,1,2,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2.0,180.0
,,,0.0,7.0,7.0,1.0,0.0,3,1,2,1,,,3,365,1,0,0,0,,,,,,,,1,2,,322.0
within an hour,99.0,55.0,0.0,1005.0,1005.0,1.0,1.0,29,2,8,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,181,,847.0
within an hour,100.0,91.0,1.0,11.0,11.0,1.0,1.0,5,2,3,1,,1.0,1,1125,1,0,0,0,,,,,,,,0,11,,267.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,0.0,3,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,5,,152.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,0.0,3,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,5,,162.0
within an hour,99.0,91.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,,1.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,9,0.94,121.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,10,1,3,2,,1.0,1,30,1,6,6,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,3.75,529.0
within an hour,100.0,91.0,1.0,11.0,11.0,1.0,1.0,5,2,3,1,,1.0,1,1125,1,0,0,0,,,,,,,,0,11,,276.0
within an hour,100.0,,0.0,1.0,1.0,1.0,1.0,9,2,2,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,1,,151.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,5,2,1,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,1.0,1,30,1,2,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1.3,100.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,0.0,6,2,2,1,,1.0,1,7,1,0,0,0,,,,,,,,1,1,,125.0
within an hour,100.0,,0.0,2.0,2.0,1.0,0.0,18,1,2,1,1.0,0.0,1,365,1,0,0,0,,,,,,,,1,2,,285.0
within a day,50.0,100.0,0.0,1.0,1.0,1.0,1.0,1,2,5,1,2.0,4.0,2,1125,1,0,0,0,,,,,,,,1,1,,457.0
within an hour,100.0,,0.0,2.0,2.0,1.0,0.0,18,1,3,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,2,,367.0
within a day,100.0,,0.0,0.0,0.0,1.0,0.0,28,1,10,3,5.0,5.0,3,1125,1,0,0,0,,,,,,,,0,1,,7765.0
within an hour,84.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,3,3,1,47.0,5.0,5.0,7.0,5.0,7.0,7.0,1,5,1.96,86.0
within a few hours,100.0,100.0,0.0,0.0,0.0,1.0,1.0,10,1,4,1,2.0,4.0,7,1125,1,0,0,0,,,,,,,,1,1,,311.0
,,,0.0,0.0,0.0,1.0,0.0,1,1,6,1,3.0,3.0,4,1125,1,0,0,0,,,,,,,,1,1,,800.0
within an hour,100.0,75.0,0.0,2.0,2.0,1.0,1.0,1,2,10,2,1.0,0.0,1,7,1,0,0,0,,,,,,,,1,3,,191.0
within a few hours,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,3,1,1.0,2.0,3,1125,1,0,0,0,,,,,,,,0,1,,250.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,9,1,2,1,1.0,1.0,5,45,1,2,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1.54,230.0
within an hour,89.0,100.0,0.0,5.0,5.0,1.0,1.0,12,2,1,5,5.0,5.0,1,1125,1,0,0,0,,,,,,,,0,22,,80.0
