host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within a day,88.0,100.0,0.0,0.0,0.0,1.0,1.0,21,1,4,2,2.0,3.0,5,1125,1,0,0,0,,,,,,,,1,3,,617.0
within an hour,90.0,99.0,0.0,10.0,10.0,1.0,1.0,1,2,3,1,1.0,2.0,1,90,1,0,0,0,,,,,,,,1,22,,246.0
,,,0.0,1.0,1.0,1.0,1.0,5,1,4,2.5,2.0,2.0,7,90,1,0,0,0,,,,,,,,0,1,,483.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,0.0,2,2,2,1,1.0,2.0,1,30,1,0,0,0,,,,,,,,0,1,,78.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,2,2,1,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,9,1.18,298.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,1,1,1,40.0,4.0,8.0,8.0,2.0,10.0,4.0,1,9,1.0,324.0
within an hour,70.0,67.0,0.0,11.0,11.0,1.0,1.0,2,1,6,1,2.0,2.0,1,365,1,0,0,0,,,,,,,,1,12,,420.0
within a few hours,88.0,,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,0.0,1,7,1,0,0,0,,,,,,,,1,7,,150.0
a few days or more,40.0,,0.0,0.0,0.0,1.0,1.0,4,2,2,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,1,,164.0
within a day,100.0,,0.0,0.0,0.0,1.0,1.0,4,1,3,1,1.0,2.0,1,365,1,0,0,0,,,,,,,,1,1,,228.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,2,1,,1.0,1,365,1,0,0,0,,,,,,,,0,1,,94.0
within a few hours,88.0,100.0,0.0,4.0,4.0,1.0,1.0,3,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,4,,86.0
within an hour,100.0,97.0,1.0,3.0,3.0,1.0,1.0,1,1,3,1,1.0,3.0,1,1125,1,6,6,4,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7,4.19,219.0
within an hour,99.0,97.0,0.0,13.0,13.0,1.0,1.0,1,1,6,1,1.0,4.0,1,1125,1,0,0,0,,,,,,,,0,13,,155.0
within a few hours,73.0,85.0,0.0,3.0,3.0,1.0,1.0,2,2,1,1,,1.0,1,365,1,0,0,0,,,,,,,,0,2,,75.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,2,100,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.63,150.0
within a few hours,88.0,,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,0.0,1,7,1,0,0,0,,,,,,,,1,7,,160.0
within an hour,100.0,93.0,0.0,5.0,5.0,1.0,1.0,1,1,4,1,2.0,3.0,1,1,1,1,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,11,0.64,300.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,17,1,1,2,2.0,2.0,1,28,1,0,0,0,,,,,,,,0,1,,289.0
within a day,88.0,100.0,0.0,0.0,0.0,1.0,1.0,21,1,4,1,2.0,2.0,5,365,1,0,0,0,,,,,,,,1,3,,617.0
within a day,90.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,4,1,2.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,250.0
within a day,88.0,100.0,0.0,0.0,0.0,1.0,1.0,21,1,3,1,1.0,1.0,5,1125,1,0,0,0,,,,,,,,1,3,,440.0
within a few hours,88.0,50.0,0.0,31.0,31.0,1.0,1.0,1,1,12,6,6.0,6.0,3,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3,1.0,1150.0
within an hour,97.0,97.0,0.0,9.0,9.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,2,2,2,80.0,9.0,10.0,10.0,10.0,10.0,10.0,1,9,2.0,100.0
within an hour,90.0,99.0,0.0,10.0,10.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,6,6,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,22,3.33,167.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,0.0,3,1,10,3,4.0,7.0,1,365,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,1.0,571.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,4,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,5,,333.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,5,1,8,2,2.0,3.0,2,1125,1,1,1,0,100.0,8.0,8.0,8.0,10.0,10.0,10.0,0,1,0.79,1665.0
,,,0.0,0.0,0.0,1.0,1.0,18,2,1,1,1.0,1.0,1,2,1,0,0,0,,,,,,,,1,1,,200.0
,,,0.0,0.0,0.0,1.0,0.0,9,2,1,1,1.0,1.0,1,7,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,88.0,1.0,5.0,5.0,1.0,1.0,1,1,2,2,1.0,1.0,3,10,1,2,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,2.0,563.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,149.0
within an hour,100.0,94.0,0.0,4.0,4.0,1.0,1.0,1,1,6,1,2.0,3.0,35,1000,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,1.0,861.0
within a few hours,90.0,100.0,0.0,4.0,4.0,1.0,1.0,2,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,4,,161.0
within an hour,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,4,1,1.0,4.0,1,30,1,0,0,0,,,,,,,,1,3,,400.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,3,,145.0
within an hour,100.0,75.0,0.0,1.0,1.0,1.0,1.0,28,2,2,1,1.0,1.0,1,7,1,4,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,2.4,85.0
,,,0.0,0.0,0.0,1.0,1.0,4,1,6,1,3.0,2.0,3,1125,1,0,0,0,,,,,,,,1,1,,4813.0
a few days or more,29.0,100.0,0.0,0.0,0.0,1.0,0.0,21,1,6,2,4.0,4.0,1,365,1,0,0,0,,,,,,,,1,2,,3829.0
within an hour,100.0,97.0,1.0,16.0,16.0,1.0,1.0,4,1,4,1,1.0,1.0,1,170,1,3,3,2,87.0,9.0,9.0,10.0,10.0,9.0,9.0,1,12,2.0,246.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,4,1,4,1,2.0,3.0,1,1125,1,2,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,2.0,220.0
within an hour,100.0,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,1.0,2,6,1,0,0,0,,,,,,,,1,1,,300.0
within an hour,100.0,,0.0,2.0,2.0,1.0,0.0,28,1,6,1,3.0,4.0,5,365,1,0,0,0,,,,,,,,1,1,,367.0
within a day,75.0,100.0,0.0,0.0,0.0,1.0,0.0,3,1,3,1,1.0,2.0,1,365,1,0,0,0,,,,,,,,1,4,,285.0
within an hour,100.0,94.0,0.0,4.0,4.0,1.0,1.0,2,1,4,1,1.0,2.0,1,90,1,3,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3,1.73,571.0
within a day,75.0,100.0,0.0,0.0,0.0,1.0,0.0,3,1,4,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,4,,266.0
within an hour,80.0,100.0,0.0,5.0,5.0,1.0,0.0,10,2,5,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,6,,370.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,4,1,1,1.0,2.0,7,60,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,24,0.75,80.0
within a few hours,100.0,,0.0,0.0,0.0,1.0,0.0,4,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,1,,72.0
within an hour,80.0,50.0,0.0,1.0,1.0,1.0,1.0,7,2,2,0,1.0,1.0,1,30,1,0,0,0,,,,,,,,0,2,,81.0
within a few hours,67.0,,0.0,2.0,2.0,1.0,0.0,22,4,5,1,1.0,3.0,1,365,1,0,0,0,,,,,,,,1,2,,100.0
within a day,50.0,,0.0,0.0,0.0,1.0,1.0,4,2,2,1,2.0,1.0,1,30,1,0,0,0,,,,,,,,0,1,,121.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,3,1,1.0,0.0,1,365,1,0,0,0,,,,,,,,1,1,,64.0
within an hour,100.0,67.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,95.0
within an hour,100.0,,0.0,2.0,2.0,1.0,1.0,3,2,2,2,1.0,2.0,12,365,1,0,0,0,,,,,,,,1,2,,1076.0
within an hour,71.0,98.0,1.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,3,3,1,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1,7,2.5,110.0
within an hour,71.0,98.0,1.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,5,5,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7,2.78,110.0
within a few hours,75.0,67.0,0.0,0.0,0.0,1.0,1.0,2,1,4,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,2,,238.0
within an hour,92.0,43.0,0.0,4.0,4.0,1.0,1.0,5,1,3,1,,2.0,1,1125,1,0,0,0,,,,,,,,0,4,,225.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,32,1,2,2,1.0,1.0,1,1125,1,6,6,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,3.6,323.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,5,1,8,2,3.0,5.0,1,1125,1,3,3,3,93.0,10.0,10.0,10.0,9.0,10.0,10.0,1,2,3.0,2110.0
within an hour,100.0,50.0,0.0,2.0,2.0,1.0,0.0,4,1,2,1,1.0,2.0,2,60,1,0,0,0,,,,,,,,0,1,,148.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,1,1,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,4,1.0,428.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,2,2,2,2,1.0,1.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1.0,120.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,1,4,1,1.0,2.0,1,1125,1,1,1,0,40.0,2.0,2.0,2.0,6.0,2.0,10.0,1,5,0.67,428.0
within a few hours,100.0,0.0,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,4,,84.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,9,,324.0
,,,0.0,3.0,3.0,1.0,1.0,8,2,2,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,3,,244.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,9,,324.0
within a day,50.0,,0.0,1.0,1.0,1.0,0.0,2,1,4,1,1.0,1.0,5,1125,1,0,0,0,,,,,,,,1,1,,300.0
within an hour,100.0,0.0,0.0,1.0,1.0,1.0,1.0,5,2,4,1,1.0,2.0,2,1125,1,0,0,0,,,,,,,,1,1,,200.0
a few days or more,17.0,100.0,0.0,0.0,0.0,1.0,0.0,1,1,5,1,2.0,2.0,3,8,1,0,0,0,,,,,,,,1,1,,425.0
within an hour,80.0,100.0,0.0,1.0,1.0,1.0,1.0,5,2,1,2,2.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,6,1,3.0,3.0,2,1125,1,0,0,0,,,,,,,,1,6,,750.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,3,1,1.0,0.0,2,1125,1,0,0,0,,,,,,,,1,6,,500.0
within a day,50.0,67.0,0.0,1.0,1.0,1.0,0.0,4,1,4,2,2.0,1.0,6,28,1,1,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,1,0.83,489.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,3,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,1,6,,500.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,4,1,,1.0,2,1125,1,0,0,0,,,,,,,,1,6,,600.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,8,1,2,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,1,138,,570.0
a few days or more,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1,4,1,2.0,2.0,2,30,1,0,0,0,,,,,,,,0,1,,500.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,2,1,2,1,,1.0,30,1125,1,0,0,0,,,,,,,,1,138,,488.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,17,1,2,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,1,138,,406.0
within an hour,100.0,99.0,0.0,0.0,0.0,1.0,1.0,4,1,4,2,2.0,2.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7,0.91,414.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,17,1,2,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,1,138,,480.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,17,1,2,1,1.0,1.0,30,1125,1,0,0,0,,,,,,,,1,138,,523.0
within an hour,100.0,0.0,0.0,0.0,0.0,1.0,1.0,24,2,2,1,1.0,1.0,7,365,1,0,0,0,,,,,,,,1,1,,121.0
within a day,80.0,100.0,0.0,8.0,8.0,1.0,0.0,2,1,3,1,,2.0,14,1125,1,0,0,0,,,,,,,,0,6,,1300.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,2,1,3,1,,1.0,2,1125,1,0,0,0,,,,,,,,1,6,,500.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,3,1,2,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,1,7,,181.0
within a few hours,88.0,,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,7,,140.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,4,2,1,1,1.0,,1,1125,1,0,0,0,,,,,,,,0,1,,150.0
within a few hours,70.0,100.0,0.0,1.0,1.0,1.0,0.0,1,1,3,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,1,1,,483.0
within a day,89.0,,0.0,1.0,1.0,1.0,1.0,18,2,2,1,1.0,2.0,1,30,1,0,0,0,,,,,,,,0,1,,80.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,4,2,2.0,2.0,4,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.83,1047.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,4,1,9,2,4.0,6.0,3,1125,1,0,0,0,,,,,,,,1,1,,990.0
within an hour,100.0,,0.0,1.0,1.0,1.0,0.0,6,2,1,1,,1.0,1,30,1,0,0,0,,,,,,,,1,1,,81.0
within an hour,100.0,97.0,1.0,0.0,0.0,1.0,1.0,2,1,2,1,,1.0,5,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,22,0.94,394.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,3,1,9,3,3.0,5.0,2,365,1,5,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7,5.0,571.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,0.0,1,2,1,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,1,3,,80.0
within an hour,100.0,82.0,1.0,4.0,4.0,1.0,1.0,18,1,6,1,2.0,4.0,1,1125,1,0,0,0,,,,,,,,1,5,,170.0
a few days or more,40.0,50.0,0.0,0.0,0.0,1.0,1.0,2,2,2,2,1.0,2.0,2,60,1,1,1,0,100.0,8.0,10.0,10.0,8.0,10.0,10.0,1,1,0.83,95.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1,1.0,1.0,1,30,1,0,0,0,,,,,,,,1,2,,100.0
within an hour,100.0,97.0,1.0,0.0,0.0,1.0,1.0,2,1,2,1,,1.0,5,1125,1,0,0,0,,,,,,,,1,22,,394.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,0.0,27,2,1,1,,1.0,1,365,1,0,0,0,,,,,,,,1,1,,95.0
within an hour,100.0,50.0,0.0,0.0,0.0,1.0,1.0,7,2,1,2,1.0,0.0,7,1125,1,0,0,0,,,,,,,,1,2,,90.0
within an hour,78.0,100.0,0.0,0.0,0.0,1.0,1.0,13,1,4,1,1.0,1.0,2,365,1,0,0,0,,,,,,,,0,6,,1010.0
within a few hours,68.0,80.0,0.0,3.0,3.0,1.0,1.0,5,1,5,1,2.0,5.0,1,1125,1,0,0,0,,,,,,,,0,2,,375.0
within an hour,91.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,6,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,9,,601.0
within a day,50.0,,0.0,0.0,0.0,1.0,0.0,19,1,4,1,1.0,1.0,7,15,1,0,0,0,,,,,,,,1,1,,300.0
within a few hours,92.0,83.0,0.0,6.0,6.0,1.0,1.0,7,1,6,2,2.0,1.0,7,365,1,0,0,0,,,,,,,,0,6,,585.0
a few days or more,33.0,,0.0,0.0,0.0,1.0,0.0,2,2,2,1,1.0,1.0,3,365,1,0,0,0,,,,,,,,1,1,,201.0
within a few hours,100.0,100.0,0.0,2.0,2.0,1.0,0.0,4,2,2,1,,1.0,2,365,1,0,0,0,,,,,,,,1,1,,85.0
within a few hours,88.0,,0.0,2.0,2.0,1.0,1.0,6,1,4,3,2.0,3.0,6,1125,1,0,0,0,,,,,,,,1,1,,16653.0
within an hour,100.0,100.0,0.0,14.0,14.0,1.0,1.0,1,2,2,1,,0.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,19,1.0,466.0
,,,0.0,1.0,1.0,1.0,1.0,15,2,1,1,1.0,2.0,1,365,1,0,0,0,,,,,,,,1,1,,244.0
within a day,60.0,50.0,0.0,3.0,3.0,1.0,1.0,1,2,2,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,1,1,1.0,1.0,1,60,1,2,2,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,24,2.0,80.0
a few days or more,0.0,33.0,0.0,1.0,1.0,1.0,0.0,9,1,1,1,,4.0,15,90,1,0,0,0,,,,,,,,0,1,,120.0
within an hour,80.0,100.0,0.0,0.0,0.0,1.0,1.0,30,1,2,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,2,,265.0
within a day,100.0,67.0,0.0,139.0,139.0,1.0,1.0,17,1,4,1,2.0,2.0,30,1125,1,0,0,0,,,,,,,,1,138,,669.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,11,,113.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,4,1,,4.0,1,1125,1,0,0,0,,,,,,,,1,11,,249.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,20,1,2,1,1.0,2.0,2,365,1,0,0,0,,,,,,,,1,4,,850.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1,1,4,1,1.0,1.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,1.0,181.0
within an hour,100.0,94.0,0.0,0.0,0.0,1.0,0.0,19,1,3,1,1.0,2.0,1,1125,1,1,1,1,100.0,6.0,8.0,6.0,8.0,10.0,8.0,1,2,1.0,210.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,24,1,6,1,3.0,4.0,7,1125,1,0,0,0,,,,,,,,1,1,,400.0
,,,0.0,7.0,7.0,1.0,0.0,2,1,2,1,,,1,1125,1,0,0,0,,,,,,,,1,2,,362.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,2,1,1.0,2.0,1,365,1,0,0,0,,,,,,,,1,1,,95.0
within an hour,89.0,93.0,0.0,1.0,1.0,1.0,1.0,6,1,4,2,3.0,4.0,30,1125,1,0,0,0,,,,,,,,1,2,,310.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1,1.0,1.0,1,10,1,2,2,1,90.0,10.0,10.0,10.0,10.0,10.0,8.0,1,2,1.71,200.0
within an hour,100.0,,0.0,3.0,3.0,1.0,1.0,3,1,5,1,2.0,1.0,1,365,1,0,0,0,,,,,,,,1,3,,644.0
within an hour,100.0,67.0,0.0,7.0,7.0,1.0,1.0,2,1,4,1,1.0,1.0,7,365,1,0,0,0,,,,,,,,1,6,,320.0
within an hour,100.0,,0.0,3.0,3.0,1.0,1.0,3,1,5,1,2.0,1.0,1,365,1,0,0,0,,,,,,,,0,3,,966.0
within a few hours,100.0,0.0,0.0,2.0,2.0,1.0,0.0,2,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,4,,84.0
within a few hours,75.0,67.0,0.0,0.0,0.0,1.0,1.0,2,1,3,1,1.0,1.0,1,1125,1,2,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.46,212.0
a few days or more,10.0,39.0,0.0,1.0,1.0,1.0,0.0,1,1,6,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,0,2,,324.0
within a day,80.0,100.0,0.0,8.0,8.0,1.0,0.0,2,1,3,1,2.0,0.0,30,1125,1,0,0,0,,,,,,,,1,6,,300.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,4,1,16,5.5,5.0,14.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6,1.0,1750.0
within a few hours,88.0,50.0,0.0,31.0,31.0,1.0,1.0,1,1,13,5,5.0,5.0,1,1125,1,0,0,0,,,,,,,,0,3,,1300.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,1,1,1.0,2.0,1,60,1,0,0,0,,,,,,,,0,24,,80.0
within an hour,100.0,99.0,1.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,2.0,1,1125,1,6,6,4,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,4.19,155.0
within an hour,100.0,99.0,1.0,0.0,0.0,1.0,1.0,3,2,2,1,1.0,1.0,1,1125,1,1,1,1,80.0,6.0,10.0,6.0,10.0,10.0,8.0,1,3,1.0,182.0
within an hour,81.0,98.0,1.0,0.0,0.0,1.0,1.0,1,1,4,1,1.0,2.0,2,1125,1,2,2,1,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,5,1.3,193.0
within an hour,100.0,94.0,0.0,4.0,4.0,1.0,1.0,2,1,4,1,1.0,2.0,1,90,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,3,1.0,571.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,35,2,1,1,1.0,1.0,1,60,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,24,1.0,80.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,2.0,7,1125,1,0,0,0,,,,,,,,1,1,,167.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,3,2,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,11,,198.0
within an hour,100.0,100.0,0.0,10.0,10.0,1.0,1.0,3,2,2,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,10,,129.0
within a few hours,90.0,100.0,0.0,2.0,2.0,1.0,0.0,2,2,2,1,,2.0,1,1125,1,0,0,0,,,,,,,,0,2,,160.0
within a day,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,4,4,1,1.0,4.0,1,1125,1,0,0,0,,,,,,,,0,6,,114.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,2,1,4,2,,1.0,3,1125,1,4,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3.16,402.0
within an hour,100.0,90.0,0.0,2.0,2.0,1.0,1.0,17,1,4,1,,3.0,3,365,1,0,0,0,,,,,,,,0,2,,300.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,3,4,4,1,1.0,0.0,1,999,1,2,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,9,1.4,132.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,3,1,2,1,1.0,2.0,1,48,1,1,1,1,80.0,10.0,10.0,6.0,10.0,6.0,8.0,1,9,1.0,190.0
within an hour,100.0,75.0,0.0,2.0,2.0,1.0,1.0,1,1,1,1,1.0,1.0,6,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.67,230.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,1,17,,149.0
within an hour,100.0,100.0,0.0,8.0,8.0,1.0,1.0,3,2,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,17,,199.0
within an hour,100.0,100.0,0.0,9.0,9.0,1.0,1.0,31,2,2,1,1.0,2.0,1,60,1,0,0,0,,,,,,,,1,24,,80.0
within an hour,100.0,93.0,0.0,9.0,9.0,1.0,0.0,2,1,4,2,2.0,4.0,7,365,1,0,0,0,,,,,,,,0,8,,181.0
within an hour,95.0,100.0,0.0,0.0,0.0,1.0,1.0,5,1,4,1,1.0,2.0,1,365,1,8,8,3,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,5.58,350.0
within an hour,100.0,75.0,0.0,3.0,3.0,1.0,0.0,4,1,4,1,2.0,2.0,1,30,1,1,1,1,60.0,4.0,8.0,10.0,10.0,8.0,8.0,1,3,1.0,307.0
within an hour,100.0,50.0,0.0,1.0,1.0,1.0,1.0,4,1,4,2,2.0,3.0,2,1125,1,0,0,0,,,,,,,,1,1,,529.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,8,2,1,1,1.0,2.0,1,365,1,0,0,0,,,,,,,,1,1,,90.0
within a day,100.0,33.0,1.0,10.0,10.0,1.0,1.0,1,2,4,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,0,2,,1332.0
